experiment,phase,model,target_interval_sec,attacker_share,confirmations,acceptance_policy,success_probability,ci_lower,ci_upper,expected_wait_sec,median_wait_sec,expected_work
P8_frontier,I,distribution,60.0,0.3,5,60s × 5,0.205,0.19093556046018786,0.2198189602877544,300.0,280.25453296775913,0.5
P8_frontier,I,distribution,60.0,0.3,10,60s × 10,0.061,0.05298433102545966,0.07013849815537654,600.0,580.1228768828478,1.0
P8_frontier,I,distribution,600.0,0.4,1,600s × 1,0.7946666666666666,0.7798394436616728,0.8087402214895351,600.0,415.8883083359673,1.0
P8_frontier,I,distribution,600.0,0.4,2,600s × 2,0.7073333333333334,0.6907952485510612,0.7233411221775037,1200.0,1007.0081940099967,2.0
P8_frontier,I,distribution,600.0,0.4,3,600s × 3,0.644,0.626691947660212,0.6609397439068941,1800.0,1604.436188234137,3.0
P8_frontier,I,distribution,600.0,0.4,5,600s × 5,0.536,0.518119811257782,0.5537881116339947,3000.0,2802.5453296775913,5.0
P8_frontier,I,distribution,600.0,0.4,10,600s × 10,0.37866666666666665,0.36147509529551947,0.3961685719951596,6000.0,5801.228768828478,10.0
P8_frontier,I,distribution,60.0,0.4,1,60s × 1,0.7946666666666666,0.7798394436616728,0.8087402214895351,60.0,41.58883083359673,0.1
P8_frontier,I,distribution,60.0,0.4,2,60s × 2,0.7073333333333334,0.6907952485510612,0.7233411221775037,120.0,100.70081940099968,0.2
P8_frontier,I,distribution,60.0,0.4,3,60s × 3,0.644,0.626691947660212,0.6609397439068941,180.0,160.44361882341371,0.30000000000000004
P8_frontier,I,distribution,60.0,0.4,5,60s × 5,0.536,0.518119811257782,0.5537881116339947,300.0,280.25453296775913,0.5
P8_frontier,I,distribution,60.0,0.4,10,60s × 10,0.37866666666666665,0.36147509529551947,0.3961685719951596,600.0,580.1228768828478,1.0
