experiment,phase,model,attacker_share,confirmations,acceptance_policy,attack_start_policy,abandonment_policy,tie_policy,success_probability,code_version,target_interval_sec,expected_wait_sec,mean_wait_sec,median_wait_sec,expected_work,mean_realized_work,trials,successes,ci_lower,ci_upper,mean_attack_duration_sec,seed,p05_wait_sec,p95_wait_sec,mean_deficit_at_acceptance,mean_attacker_blocks_at_acceptance,analytical_reversal_probability,abs_error,finite_600s_success_probability,finite_3600s_success_probability,deficit,deficit_probability,catchup_probability,break_even_value_reward_multiple,confirmation_requirement_m_minus_1,n_behind,m_needed,equal_chainwork_pair,attack_deadline_sec,expected_blocks_in_horizon,mean_blocks_in_horizon,expected_work_in_horizon,family,eventual_reversal_probability,mean_steps_taken,start_delay_sec,premining_lead,scenario,abandonment_deficit,external_hash_share,external_hash_duration_sec,external_hash_delay_sec,required_total_share,required_external_share,required_external_hash_ratio,expected_attack_cost,expected_value,break_even_value,expected_normalized_work,majority_cost_per_unit_time,cost_to_reach_confirmations,cost_of_normalized_work
R5_acquisition_delay,II,external_hash,0.1,2,,,,tie_win,0.15565,a2e0821,600.0,,,,,,200000.0,31130.0,0.15406781657287788,0.1572454112365008,,1.2992730389003565e+19,,,,,,,,,,,,,,,,,86400.0,,,,,,,,,,,0.2,3600.0,600.0,,,,,,,,,,
R5_acquisition_delay,II,external_hash,0.1,2,,,,tie_win,0.342225,a2e0821,600.0,,,,,,200000.0,68445.0,0.34014869792196917,0.3443073628232747,,1.0589201981434184e+19,,,,,,,,,,,,,,,,,86400.0,,,,,,,,,,,0.33,3600.0,600.0,,,,,,,,,,
R5_acquisition_delay,II,external_hash,0.1,2,,,,tie_win,0.449185,a2e0821,600.0,,,,,,200000.0,89837.0,0.44700603636425323,0.4513659156355539,,9.175123615910014e+18,,,,,,,,,,,,,,,,,86400.0,,,,,,,,,,,0.4,3600.0,600.0,,,,,,,,,,
R5_acquisition_delay,II,external_hash,0.1,2,,,,tie_win,0.60456,a2e0821,600.0,,,,,,200000.0,120912.0,0.6024151548234409,0.6067008286243633,,1.5039947136093266e+18,,,,,,,,,,,,,,,,,86400.0,,,,,,,,,,,0.5,3600.0,600.0,,,,,,,,,,
R5_acquisition_delay,II,external_hash,0.1,2,,,,tie_win,0.056125,a2e0821,600.0,,,,,,200000.0,11225.0,0.055124784057321324,0.05714226689051647,,1.047598797215057e+19,,,,,,,,,,,,,,,,,86400.0,,,,,,,,,,,0.1,3600.0,1800.0,,,,,,,,,,
R5_acquisition_delay,II,external_hash,0.1,2,,,,tie_win,0.10696,a2e0821,600.0,,,,,,200000.0,21392.0,0.10561304032240143,0.10832205785735224,,6.208042092186537e+18,,,,,,,,,,,,,,,,,86400.0,,,,,,,,,,,0.2,3600.0,1800.0,,,,,,,,,,
R5_acquisition_delay,II,external_hash,0.1,2,,,,tie_win,0.205635,a2e0821,600.0,,,,,,200000.0,41127.0,0.20386936371538697,0.20741194397768045,,1.1805520346445212e+19,,,,,,,,,,,,,,,,,86400.0,,,,,,,,,,,0.33,3600.0,1800.0,,,,,,,,,,
R5_acquisition_delay,II,external_hash,0.1,2,,,,tie_win,0.275875,a2e0821,600.0,,,,,,200000.0,55175.0,0.27392049203461327,0.2778381174696033,,6.994356712378288e+18,,,,,,,,,,,,,,,,,86400.0,,,,,,,,,,,0.4,3600.0,1800.0,,,,,,,,,,
R5_acquisition_delay,II,external_hash,0.1,2,,,,tie_win,0.391015,a2e0821,600.0,,,,,,200000.0,78203.0,0.3888784953607519,0.39315569117273186,,6.301478487227905e+18,,,,,,,,,,,,,,,,,86400.0,,,,,,,,,,,0.5,3600.0,1800.0,,,,,,,,,,
R5_acquisition_delay,II,external_hash,0.1,2,,,,tie_win,0.056225,a2e0821,600.0,,,,,,200000.0,11245.0,0.05522393744222451,0.057243109664228235,,1.8275349580135193e+19,,,,,,,,,,,,,,,,,86400.0,,,,,,,,,,,0.1,3600.0,3600.0,,,,,,,,,,
R5_acquisition_delay,II,external_hash,0.1,2,,,,tie_win,0.06905,a2e0821,600.0,,,,,,200000.0,13810.0,0.06794709319365394,0.07016946125516767,,7.718385502411365e+18,,,,,,,,,,,,,,,,,86400.0,,,,,,,,,,,0.2,3600.0,3600.0,,,,,,,,,,
R5_acquisition_delay,II,external_hash,0.1,2,,,,tie_win,0.100855,a2e0821,600.0,,,,,,200000.0,20171.0,0.09954289154307713,0.10218244115323312,,4.666774125833853e+18,,,,,,,,,,,,,,,,,86400.0,,,,,,,,,,,0.33,3600.0,3600.0,,,,,,,,,,
R5_acquisition_delay,II,external_hash,0.1,2,,,,tie_win,0.126875,a2e0821,600.0,,,,,,200000.0,25375.0,0.12542348532445727,0.12834084784346608,,1.7934880074532104e+19,,,,,,,,,,,,,,,,,86400.0,,,,,,,,,,,0.4,3600.0,3600.0,,,,,,,,,,
R5_acquisition_delay,II,external_hash,0.1,2,,,,tie_win,0.181395,a2e0821,600.0,,,,,,200000.0,36279.0,0.17971230617899878,0.18308993266580184,,1.324004931545013e+19,,,,,,,,,,,,,,,,,86400.0,,,,,,,,,,,0.5,3600.0,3600.0,,,,,,,,,,
R6_external_threshold,II,analytical,0.1,1,,,,,0.5,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24999999999999997,0.14999999999999997,0.17647058823529407,,,,,,,
R6_external_threshold,II,analytical,0.1,2,,,,,0.5,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32635182233306964,0.22635182233306964,0.29257720610894816,,,,,,,
R6_external_threshold,II,analytical,0.1,3,,,,,0.5,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3594361647896471,0.25943616478964704,0.35032248734635507,,,,,,,
R6_external_threshold,II,analytical,0.1,5,,,,,0.5,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3919638424681737,0.29196384246817364,0.41235724950254365,,,,,,,
R6_external_threshold,II,analytical,0.1,10,,,,,0.5,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4240865322796804,0.32408653227968043,0.47947932354823475,,,,,,,
R6_external_threshold,II,analytical,0.1,1,,,,,0.25,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12499999999999999,0.02499999999999998,0.025641025641025623,,,,,,,
R6_external_threshold,II,analytical,0.1,2,,,,,0.25,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22106265083423765,0.12106265083423765,0.13773752014195717,,,,,,,
R6_external_threshold,II,analytical,0.1,3,,,,,0.25,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2693785717182024,0.1693785717182024,0.20391789321950746,,,,,,,
R6_external_threshold,II,analytical,0.1,5,,,,,0.25,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3198688568326927,0.21986885683269272,0.28183576409990796,,,,,,,
R6_external_threshold,II,analytical,0.1,10,,,,,0.25,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3719566892615804,0.27195668926158034,0.37354465764646283,,,,,,,
R6_external_threshold,II,analytical,0.1,1,,,,,0.1,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999999999,0.0,0.0,,,,,,,
R6_external_threshold,II,analytical,0.1,2,,,,,0.1,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13535036217158378,0.03535036217158377,0.03664580463759175,,,,,,,
R6_external_threshold,II,analytical,0.1,3,,,,,0.1,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18925537743777085,0.08925537743777084,0.09800264006683414,,,,,,,
R6_external_threshold,II,analytical,0.1,5,,,,,0.1,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25136762740817725,0.15136762740817725,0.17836654869278998,,,,,,,
R6_external_threshold,II,analytical,0.1,10,,,,,0.1,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3200865295887251,0.22008652958872507,0.282193522664336,,,,,,,
R6_external_threshold,II,analytical,0.1,1,,,,,0.05,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024999999999999977,0.0,0.0,,,,,,,
R6_external_threshold,II,analytical,0.1,2,,,,,0.05,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09429932405024605,0.0,0.0,,,,,,,
R6_external_threshold,II,analytical,0.1,3,,,,,0.05,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1466327996346731,0.046632799634673094,0.04891378643696109,,,,,,,
R6_external_threshold,II,analytical,0.1,5,,,,,0.05,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2120085067788679,0.1120085067788679,0.12613691418660355,,,,,,,
R6_external_threshold,II,analytical,0.1,10,,,,,0.05,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28864324791700036,0.18864324791700035,0.2325034547783028,,,,,,,
R6_external_threshold,II,analytical,0.1,1,,,,,0.01,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004999999999999996,0.0,0.0,,,,,,,
R6_external_threshold,II,analytical,0.1,2,,,,,0.01,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041400150716043145,0.0,0.0,,,,,,,
R6_external_threshold,II,analytical,0.1,3,,,,,0.01,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08282918720147675,0.0,0.0,,,,,,,
R6_external_threshold,II,analytical,0.1,5,,,,,0.01,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14605622433501395,0.04605622433501394,0.048279810099823274,,,,,,,
R6_external_threshold,II,analytical,0.1,10,,,,,0.01,a2e0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2316001886191283,0.13160018861912828,0.15154331782945277,,,,,,,
R7_economics,II,economic,0.1,1,600s × 1,,,,0.19999999999999998,a2e0821,600.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,199998.99999999997,5.0,,,,
R7_economics,II,economic,0.1,2,600s × 2,,,,0.055999999999999925,a2e0821,600.0,,,,,,,,,,,,,,,,,,,,,,,35.714285714285765,,,,,,,,,,,,,,,,,,,,,,2.0,55997.99999999993,35.714285714285765,,,,
R7_economics,II,economic,0.1,3,600s × 3,,,,0.017119999999999906,a2e0821,600.0,,,,,,,,,,,,,,,,,,,,,,,175.23364485981404,,,,,,,,,,,,,,,,,,,,,,3.0,17116.999999999905,175.23364485981404,,,,
R7_economics,II,economic,0.1,5,600s × 5,,,,0.0017818400000000187,a2e0821,600.0,,,,,,,,,,,,,,,,,,,,,,,2806.0880887172516,,,,,,,,,,,,,,,,,,,,,,5.0,1776.8400000000188,2806.0880887172516,,,,
R7_economics,II,economic,0.1,10,600s × 10,,,,7.859764652798608e-06,a2e0821,600.0,,,,,,,,,,,,,,,,,,,,,,,1272302.7268302904,,,,,,,,,,,,,,,,,,,,,,10.0,-2.1402353472013917,1272302.7268302904,,,,
R7_economics,II,economic,0.1,1,60s × 1,,,,0.19999999999999998,a2e0821,60.0,,,,,,,,,,,,,,,,,,,,,,,5.000000000000001,,,,,,,,,,,,,,,,,,,,,,0.1,199999.89999999997,0.5000000000000001,,,,
R7_economics,II,economic,0.1,2,60s × 2,,,,0.055999999999999925,a2e0821,60.0,,,,,,,,,,,,,,,,,,,,,,,35.714285714285765,,,,,,,,,,,,,,,,,,,,,,0.2,55999.79999999993,3.5714285714285765,,,,
R7_economics,II,economic,0.1,3,60s × 3,,,,0.017119999999999906,a2e0821,60.0,,,,,,,,,,,,,,,,,,,,,,,175.23364485981406,,,,,,,,,,,,,,,,,,,,,,0.30000000000000004,17119.699999999906,17.523364485981407,,,,
R7_economics,II,economic,0.1,5,60s × 5,,,,0.0017818400000000187,a2e0821,60.0,,,,,,,,,,,,,,,,,,,,,,,2806.0880887172516,,,,,,,,,,,,,,,,,,,,,,0.5,1781.3400000000188,280.60880887172516,,,,
R7_economics,II,economic,0.1,10,60s × 10,,,,7.859764652798608e-06,a2e0821,60.0,,,,,,,,,,,,,,,,,,,,,,,1272302.7268302904,,,,,,,,,,,,,,,,,,,,,,1.0,6.859764652798608,127230.27268302905,,,,
R8_cost_accounting,II,cost,0.1,1,600s × 1,,,,0.19999999999999998,a2e0821,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,,,1.0,0.1,600.0,600.0
R8_cost_accounting,II,cost,0.1,2,600s × 2,,,,0.055999999999999925,a2e0821,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,2.0,0.1,1200.0,1200.0
R8_cost_accounting,II,cost,0.1,3,600s × 3,,,,0.017119999999999906,a2e0821,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0,,,3.0,0.1,1800.0,1800.0
R8_cost_accounting,II,cost,0.1,5,600s × 5,,,,0.0017818400000000187,a2e0821,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,5.0,0.1,3000.0,3000.0
R8_cost_accounting,II,cost,0.1,10,600s × 10,,,,7.859764652798608e-06,a2e0821,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,,,10.0,0.1,6000.0,6000.0
R8_cost_accounting,II,cost,0.1,1,60s × 1,,,,0.19999999999999998,a2e0821,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,0.1,0.1,60.0,60.0
R8_cost_accounting,II,cost,0.1,2,60s × 2,,,,0.055999999999999925,a2e0821,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,0.2,0.1,120.0,120.0
R8_cost_accounting,II,cost,0.1,3,60s × 3,,,,0.017119999999999906,a2e0821,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,0.30000000000000004,0.1,180.0,180.0
R8_cost_accounting,II,cost,0.1,5,60s × 5,,,,0.0017818400000000187,a2e0821,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,0.5,0.1,300.0,300.0
R8_cost_accounting,II,cost,0.1,10,60s × 10,,,,7.859764652798608e-06,a2e0821,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,,,1.0,0.1,600.0,600.0
