experiment,phase,model,target_interval_sec,attacker_share,confirmations,acceptance_policy,success_probability,ci_lower,ci_upper,expected_wait_sec,median_wait_sec,expected_work
R1_finite_duration,II,finite_horizon,60.0,0.1,2,60s × 2,0.055,0.04583478836864504,0.06587138371167006,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,3,60s × 3,0.0,1.0821237056584124e-19,0.0019170472812529342,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,3,60s × 3,0.0,1.0821237056584124e-19,0.0019170472812529342,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,3,60s × 3,0.0035,0.0016964316970424175,0.007207196253241745,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,3,60s × 3,0.0155,0.010940972933704064,0.021916645881830028,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,3,60s × 3,0.02,0.014721726201265443,0.027118639188737373,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,3,60s × 3,0.0135,0.009294493997659236,0.019570793006999865,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,3,60s × 3,0.0145,0.01011467734679028,0.020746775563306317,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,3,60s × 3,0.02,0.014721726201265443,0.027118639188737373,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,5,60s × 5,0.0,1.0821237056584124e-19,0.0019170472812529342,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,5,60s × 5,0.0,1.0821237056584124e-19,0.0019170472812529342,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,5,60s × 5,0.0,1.0821237056584124e-19,0.0019170472812529342,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,5,60s × 5,0.002,0.0007780273070510575,0.005131351785076866,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,5,60s × 5,0.0015,0.0005102635836384818,0.004401032555770693,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,5,60s × 5,0.002,0.0007780273070510575,0.005131351785076866,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,5,60s × 5,0.0015,0.0005102635836384818,0.004401032555770693,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,5,60s × 5,0.0005,8.826773070546781e-05,0.0028268625032662133,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,10,60s × 10,0.0,1.0821237056584124e-19,0.0019170472812529342,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,10,60s × 10,0.0,1.0821237056584124e-19,0.0019170472812529342,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,10,60s × 10,0.0,1.0821237056584124e-19,0.0019170472812529342,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,10,60s × 10,0.0,1.0821237056584124e-19,0.0019170472812529342,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,10,60s × 10,0.0,1.0821237056584124e-19,0.0019170472812529342,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,10,60s × 10,0.0,1.0821237056584124e-19,0.0019170472812529342,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,10,60s × 10,0.0,1.0821237056584124e-19,0.0019170472812529342,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,10,60s × 10,0.0,1.0821237056584124e-19,0.0019170472812529342,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.0505,0.04173547326167801,0.06098795224416837,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.066,0.05592939864008358,0.07773459840004397,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.044,0.03585182041641651,0.053896526704086144,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.053,0.04401045720579707,0.06370338306364305,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.0425,0.03450117971009799,0.05225291855224844,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.0535,0.04446618753651597,0.06424573568564287,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.053,0.04401045720579707,0.06370338306364305,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.0465,0.03810906851120825,0.056629693372888146,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.051,0.04218996991731548,0.06153153854124963,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.001,0.0002742789176520344,0.0036389342690383943,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.0005,8.826773070546781e-05,0.0028268625032662133,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.007,0.004174346055921096,0.011715862563394297,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.061,0.05132898110812262,0.07235418640481744,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.2765,0.25734059205454174,0.2965163280801783,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,1.0,0.9980829527187468,0.9999999999999998,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,1.0,0.9980829527187468,0.9999999999999998,,,
R3_abandonment,II,finite_horizon,60.0,0.1,2,60s × 2,0.062,0.05224755446133824,0.07343177895703934,,,
R3_abandonment,II,finite_horizon,60.0,0.1,2,60s × 2,0.046,0.03765702335931109,0.05608365557206656,,,
R3_abandonment,II,finite_horizon,60.0,0.1,2,60s × 2,0.05,0.04128123361873174,0.06044410893439589,,,
R3_abandonment,II,finite_horizon,60.0,0.1,2,60s × 2,0.0515,0.042644720050338814,0.06207487136094505,,,
R3_abandonment,II,finite_horizon,60.0,0.1,2,60s × 2,0.0635,0.0536268561305831,0.07504672614595072,,,
R3_abandonment,II,finite_horizon,60.0,0.1,2,60s × 2,0.063,0.05316689952915484,0.07450859979466022,,,
R3_abandonment,II,finite_horizon,60.0,0.1,2,60s × 2,0.064,0.05408699935255319,0.07558466587669936,,,
R3_abandonment,II,finite_horizon,60.0,0.1,2,60s × 2,0.0635,0.0536268561305831,0.07504672614595072,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.061,0.05132898110812262,0.07235418640481744,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.064,0.05408699935255319,0.07558466587669936,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.0565,0.04720544161779262,0.06749497932067872,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.037,0.02957530482962913,0.04619988095281107,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.0275,0.021188498165677007,0.03562311151510702,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.022,0.016428908114317704,0.029403789086560096,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.0145,0.01011467734679028,0.020746775563306317,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.0165,0.011772823607253373,0.023080961113718216,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.0665,0.056390445435822056,0.07827163455702425,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.0505,0.04173547326167801,0.06098795224416837,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.0495,0.04082725461080824,0.059900004989600644,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.0515,0.042644720050338814,0.06207487136094505,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.056,0.04674833393876455,0.06695400404698804,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.0545,0.045378356153563185,0.06532973297403316,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.0525,0.04355496702511129,0.06316079029161008,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.058,0.04857807145401382,0.06911659834261376,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.055,0.04583478836864504,0.06587138371167006,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.0575,0.048120313033425496,0.06857627381048334,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.0665,0.056390445435822056,0.07827163455702425,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.082,0.07076181688143125,0.0948408346456962,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.138,0.12357689890263988,0.1538110433289872,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.196,0.1791921063066015,0.21397345844040022,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.2185,0.20093876758172827,0.23714053003761706,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.192,0.17533496798776405,0.2098459331374877,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.06,0.050411197114316506,0.07127580449318606,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.0545,0.045378356153563185,0.06532973297403316,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.098,0.0857302075571977,0.11181109845692967,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.1445,0.12977211830402136,0.1605909023129494,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.307,0.2871712124685361,0.3275687677820274,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.4255,0.40399467630990205,0.44729096373500454,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.5135,0.4915900364167017,0.5353582033067044,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.52,0.4980870968546681,0.5418362212540818,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.049,0.040373539950307256,0.05935563669738288,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.076,0.06518168804667072,0.08844396804783175,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.0905,0.07869900861825208,0.10387105310509406,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.152,0.1369335762101213,0.1684006886976307,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.343,0.322513982684645,0.3640879701616684,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.5465,0.524613503534277,0.5682082110685663,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.69,0.6693826357392854,0.7098888862938384,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.704,0.6836180513785682,0.7235997933306805,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.0645,0.05454732717628902,0.07612242100568228,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.08,0.06889957451773436,0.0927107451985181,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.1225,0.10885029598940679,0.13759707470793917,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.191,0.17437112699730348,0.20881360822251077,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.4685,0.4467117422548022,0.49040903172391664,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.706,0.6856534979182288,0.7255566786018949,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.9,0.8860755875933475,0.9123907745816502,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.945,0.9341286162883298,0.9541652116313549,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.062,0.05224755446133824,0.07343177895703934,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.07,0.059622576070820776,0.08202608459105676,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.141,0.12643487619659935,0.1569415637513402,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.229,0.21111457885251375,0.2479244607739253,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.5745,0.5527090362649955,0.596005323690098,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.8115,0.793767991958299,0.8280376875854805,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.9865,0.9804292069930001,0.9907055060023408,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,1.0,0.9980829527187468,0.9999999999999998,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.0655,0.05546852874487852,0.07719738534253028,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.1785,0.16233862634366797,0.1958940350581776,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.3945,0.3733021197674837,0.4161023772088606,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.5095,0.487593683096968,0.5313698930046881,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.6925,0.6719230634767616,0.712338873319956,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.0515,0.042644720050338814,0.06207487136094505,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.184,0.16762932898245075,0.20158224489930102,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.4085,0.3871523387205605,0.43019848093190866,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.5505,0.5286228713269154,0.572183506897678,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.708,0.6876894063110776,0.7275131020199211,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.058,0.04857807145401382,0.06911659834261376,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.185,0.16859188991831542,0.20261584986887388,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.387,0.365889883259242,0.4085433694263211,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.4865,0.4646417966932955,0.5084099635832982,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.6475,0.6262975315092699,0.6681369395427603,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.0475,0.03901402059617836,0.057720907193355535,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.145,0.1302491199839655,0.16111198358572404,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.3565,0.3358022285409913,0.3777479640287282,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.4545,0.43278583437703505,0.4763886169255589,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.594,0.5723173497075366,0.6153222454035878,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.0495,0.04082725461080824,0.059900004989600644,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.099,0.08666951249362448,0.11286795942594037,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.202,0.1849830250743246,0.22015953510530212,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.2765,0.25734059205454174,0.2965163280801783,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.399,0.37775199146451166,0.42063525208630137,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.057,0.04766276887822958,0.06803573501296051,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.0775,0.06657483756091463,0.09004506739174409,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.092,0.08010326619960463,0.10546104438189775,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.134,0.11976999062102056,0.14963328798885656,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.18,0.16378097147756693,0.1974459387824349,,,
R6_external_threshold,II,analytical,,0.1,1,,0.5,,,,,
R6_external_threshold,II,analytical,,0.1,2,,0.5,,,,,
R6_external_threshold,II,analytical,,0.1,3,,0.5,,,,,
R6_external_threshold,II,analytical,,0.1,5,,0.5,,,,,
R6_external_threshold,II,analytical,,0.1,10,,0.5,,,,,
R6_external_threshold,II,analytical,,0.1,1,,0.25,,,,,
R6_external_threshold,II,analytical,,0.1,2,,0.25,,,,,
R6_external_threshold,II,analytical,,0.1,3,,0.25,,,,,
R6_external_threshold,II,analytical,,0.1,5,,0.25,,,,,
R6_external_threshold,II,analytical,,0.1,10,,0.25,,,,,
R6_external_threshold,II,analytical,,0.1,1,,0.1,,,,,
R6_external_threshold,II,analytical,,0.1,2,,0.1,,,,,
R6_external_threshold,II,analytical,,0.1,3,,0.1,,,,,
R6_external_threshold,II,analytical,,0.1,5,,0.1,,,,,
R6_external_threshold,II,analytical,,0.1,10,,0.1,,,,,
R6_external_threshold,II,analytical,,0.1,1,,0.05,,,,,
R6_external_threshold,II,analytical,,0.1,2,,0.05,,,,,
R6_external_threshold,II,analytical,,0.1,3,,0.05,,,,,
R6_external_threshold,II,analytical,,0.1,5,,0.05,,,,,
R6_external_threshold,II,analytical,,0.1,10,,0.05,,,,,
R6_external_threshold,II,analytical,,0.1,1,,0.01,,,,,
R6_external_threshold,II,analytical,,0.1,2,,0.01,,,,,
R6_external_threshold,II,analytical,,0.1,3,,0.01,,,,,
R6_external_threshold,II,analytical,,0.1,5,,0.01,,,,,
R6_external_threshold,II,analytical,,0.1,10,,0.01,,,,,
R7_economics,II,economic,600.0,0.1,1,600s × 1,0.19999999999999998,,,,,
R7_economics,II,economic,600.0,0.1,2,600s × 2,0.055999999999999925,,,,,
R7_economics,II,economic,600.0,0.1,3,600s × 3,0.017119999999999906,,,,,
R7_economics,II,economic,600.0,0.1,5,600s × 5,0.0017818400000000187,,,,,
R7_economics,II,economic,600.0,0.1,10,600s × 10,7.859764652798608e-06,,,,,
R7_economics,II,economic,60.0,0.1,1,60s × 1,0.19999999999999998,,,,,
R7_economics,II,economic,60.0,0.1,2,60s × 2,0.055999999999999925,,,,,
R7_economics,II,economic,60.0,0.1,3,60s × 3,0.017119999999999906,,,,,
R7_economics,II,economic,60.0,0.1,5,60s × 5,0.0017818400000000187,,,,,
R7_economics,II,economic,60.0,0.1,10,60s × 10,7.859764652798608e-06,,,,,
R8_cost_accounting,II,cost,600.0,0.1,1,600s × 1,0.19999999999999998,,,,,
R8_cost_accounting,II,cost,600.0,0.1,2,600s × 2,0.055999999999999925,,,,,
R8_cost_accounting,II,cost,600.0,0.1,3,600s × 3,0.017119999999999906,,,,,
R8_cost_accounting,II,cost,600.0,0.1,5,600s × 5,0.0017818400000000187,,,,,
R8_cost_accounting,II,cost,600.0,0.1,10,600s × 10,7.859764652798608e-06,,,,,
R8_cost_accounting,II,cost,60.0,0.1,1,60s × 1,0.19999999999999998,,,,,
R8_cost_accounting,II,cost,60.0,0.1,2,60s × 2,0.055999999999999925,,,,,
R8_cost_accounting,II,cost,60.0,0.1,3,60s × 3,0.017119999999999906,,,,,
R8_cost_accounting,II,cost,60.0,0.1,5,60s × 5,0.0017818400000000187,,,,,
R8_cost_accounting,II,cost,60.0,0.1,10,60s × 10,7.859764652798608e-06,,,,,
